,I,aVR,V1,V4,II,aVL,V2,V5,III,aVF,V3,V6
0,-0.12121212121212122,0.06493506493506493,-0.05194805194805195,0.09307359307359307,0.006493506493506494,0.015151515151515152,0.05411255411255411,-0.006493506493506494,0.030303030303030304,0.19264069264069264,0.14285714285714285,-0.025974025974025976
1,-0.12061456674910097,0.06551737513032113,-0.04749022486221256,0.09534408042466852,0.00362383528281173,0.017375786741370604,0.05575241624205467,-0.004113484756366773,0.029601208901154703,0.19371083540281428,0.14670368908327774,-0.025974295812545997
2,-0.11651849461672399,0.06432321726613631,-0.047671330951418074,0.0950052595005779,-0.00020995118101008674,0.017319887269843973,0.05153599390816294,-0.005185633403262165,0.025992139983377436,0.18506176862564855,0.14244658123879525,-0.02597268147960164
3,-0.11696928981836366,0.06502765510367797,-0.047604307370862964,0.09635957419006204,-0.0009205340231199492,0.01716081627502751,0.05216069895819446,-0.010492574701521382,0.02336541121504884,0.18834998628067595,0.14290166532970752,-0.02598123339853187
4,-0.11695041041255888,0.0687150258175191,-0.047620439135945956,0.08827108289330297,-0.009219106625745713,0.018734630373768338,0.051472653118788556,-0.015155957439927698,0.011632511759954231,0.18886349289224907,0.14317500880774728,-0.025941528277819648
5,-0.11653198559642267,0.06776961901582874,-0.0476271922850551,0.08161195206052954,-0.01609103938583935,0.02823950105236535,0.054927157017264944,-0.02062778328050306,0.006698895885161482,0.18282518159144703,0.14019526218088216,-0.02609684696626812
6,-0.11797003649722747,0.06496007803660006,-0.04759138986460018,0.07927661488353362,-0.02115875100057213,0.03004235739047033,0.05646551045960259,-0.02158562192298636,-0.010116423720643364,0.17900767856458685,0.13483379396402956,-0.02561254845731589
7,-0.1046107412595664,0.06830543705498968,-0.047670382298293214,0.07368011141196742,-0.021591982263711878,0.03839712105118055,0.05626060112941486,-0.02545983480333064,-0.021517113690802066,0.16499337621425245,0.1302310156249089,-0.030145199950952575
8,-0.09913938973338866,0.06824085943158105,-0.0477689446483494,0.07337283793147864,-0.02649360985089708,0.048155106742871726,0.0562743561757435,-0.0351037978547683,-0.026758723764188235,0.1599691452892936,0.1209258793008923,-0.0302507464524833
9,-0.09036544846038261,0.06472733121456546,-0.05230526806076802,0.06328756343869386,-0.030382034010005353,0.05219037543401645,0.05627891560004966,-0.03898305085804572,-0.03630324838302997,0.15403455891272294,0.12047139717003809,-0.03033124681838099
10,-0.08984416223471264,0.06472250254759394,-0.05180357202839727,0.053003654628812395,-0.03167531300828456,0.05187124834211881,0.05627642716872593,-0.04019940983449136,-0.03920240185457505,0.14491097653664187,0.11702520432697767,-0.030294078837404582
11,-0.08606565896031028,0.06472253058050714,-0.0520963246116572,0.047688491190282976,-0.035090830787416295,0.05196755606181709,0.05627722368540773,-0.04375900182206097,-0.03890253286419146,0.1426171016078533,0.11274585040633675,-0.030305343908806764
12,-0.08669348035513631,0.06519668903693919,-0.051445253294630434,0.042676353885194175,-0.03453572570646536,0.051943903050454036,0.056277018697640756,-0.04318611723762619,-0.03897278717644491,0.14293921253715672,0.10738875310361984,-0.030302374109857855
