,I,aVR,V1,V4,II,aVL,V2,V5,III,aVF,V3,V6
0,-0.08744394618834081,0.04708520179372197,-0.08520179372197309,-0.09192825112107623,0.06798245614035088,-0.1425438596491228,0.10307017543859649,-0.10307017543859649,0.07017543859649122,0.043859649122807015,-0.07894736842105263,-0.10307017543859649
1,-0.0892024340044074,0.03454214950228401,-0.08544064059650762,-0.08578635707378357,0.06442532187683724,-0.15541003312958812,0.10487859693626056,-0.10080700865257787,0.06939073832095101,0.14389240915604362,-0.07895034199658008,-0.10532957943786678
2,-0.08466717696470125,-0.006767890352731682,-0.08395108394118854,-0.08917095081885643,0.0569450983425747,-0.21584675782111887,0.09970847226986815,-0.1009240046060497,0.05825182372238068,0.5323550290366528,-0.07893258458335656,-0.1052364674814494
3,-0.08606748650622935,-0.08641379242964704,-0.08189313725479452,-0.08421924083624494,0.0530129560942596,-0.3031125346062989,0.09454726789882688,-0.10076156364859329,0.042083363926270226,0.615858973799183,-0.07902705529344771,-0.10527034446512344
4,-0.08059678486520658,-0.12306511476039085,-0.08542042730359888,-0.08769252086668683,0.038445415363100234,-0.31712533442188984,0.09163104697712099,-0.10136804036588908,0.033134858917409915,0.6875817647125171,-0.07858368489187766,-0.1052636810635973
5,-0.0760271415356331,-0.16014907013911267,-0.08756530147567007,-0.08999501739407136,0.03163632973086922,-0.3952631985524446,0.09268129346014879,-0.09769969394692177,0.02130164799237439,0.6945771650575222,-0.08159660201988261,-0.1052545660987218
6,-0.07275434172689456,-0.19291272652265737,-0.09312427527587913,-0.08963676171517544,0.03096226740109924,-0.4520417198615694,0.08841823103453875,-0.09668649692604611,0.017395206307853277,0.706346650646263,-0.08674733638589617,-0.10528979885086626
7,-0.07190712404042636,-0.2138672030822867,-0.09799429765524532,-0.08968703926958753,0.026646852407814326,-0.47659373931532906,0.08785932792542187,-0.09231633593147816,0.013392624798383893,0.7061189226543207,-0.091900111410422,-0.10522391542004217
8,-0.0672870148018689,-0.21980431145343104,-0.10312280438293717,-0.08967841635366106,0.02634065343650348,-0.482731154453373,0.08322848860050952,-0.09215437241755661,0.013197854179730227,0.706136834749742,-0.09207763786754769,-0.10502521696759197
9,-0.06734237863926575,-0.22933218269224384,-0.10308471555262093,-0.08984032340354799,0.02625237671876191,-0.5012959590569205,0.08343086743241267,-0.09207575941263366,0.013312403531330752,0.7061427721458746,-0.09212593716801984,-0.10048620628500705
10,-0.06723130334177092,-0.22820872942054593,-0.1031464949885555,-0.08849337164721208,0.026598506633170097,-0.49951555762213573,0.08329840619556396,-0.09211491533719829,0.011807291962417863,0.7061395315011747,-0.09209824292706556,-0.10100316058202224
11,-0.06727462516906764,-0.2304385438045754,-0.10322624748978484,-0.08472352783046594,0.024546303933059253,-0.5001369797273948,0.08334296742685014,-0.0921027435275195,0.008315081332056568,0.7061405695806249,-0.09210663160806874,-0.10084426640753474
