,I,aVR,V1,V4,II,aVL,V2,V5,III,aVF,V3,V6
0,-0.07268722466960352,0.06828193832599119,0.07048458149779736,0.09691629955947137,0.09606986899563319,-0.056768558951965066,-0.056768558951965066,-0.026200873362445413,-0.04405286343612335,-0.06828193832599119,-0.039647577092511016,-0.03303964757709251
1,-0.07042298429363748,0.06996107893856748,0.07504473641710699,0.0969162856195451,0.09606986899563319,-0.05303607152572119,-0.05156189769013705,-0.026200944103617806,-0.044052862999880135,-0.038799272644071105,-0.03964860182874661,-0.03156889564339625
2,-0.07051028585851388,0.0656825835808255,0.07471568803926207,0.09691636883300479,0.09606986899563319,-0.056191845493178835,-0.0482250394942157,-0.026200521985093178,-0.044052865604004905,-0.03999287931387896,-0.039642471253081304,-0.03459547517367607
3,-0.07047684011966945,0.06619572526540646,0.07555834662918233,0.09691592577361237,0.09606986899563319,-0.051818684798457096,-0.04454467748609973,-0.02620277128595897,-0.04405285173867661,-0.03954823609592385,-0.03967494794029055,-0.030255499048263846
4,-0.07048651186081825,0.06605076532653258,0.0718991059741177,0.09691800945299911,0.0960698689956332,-0.05253783849501778,-0.02440563732982185,-0.026192171339572985,-0.04405291694641001,-0.0396651343205202,-0.03952416414585834,-0.03097718431450653
5,-0.07048432013880086,0.0660852472796624,0.09507578359388238,0.09690964911743136,0.09606986899563316,-0.05240433813556219,-0.014394062021413514,-0.02623486990812924,-0.04405265531377293,-0.03966959390679423,-0.04011400094197941,-0.030808536472630647
6,-0.07048404982337998,0.06607828570725577,0.11363748334917757,0.0969372800277624,0.0960698689956333,-0.05229845252841922,-0.005660199040470442,-0.026092524105863296,-0.044053520009678514,-0.03956302788214311,-0.03591761033832687,-0.030841548839747938
7,-0.07048623134301955,0.06607941735472068,0.12264672931131546,0.09687575957008428,0.09606986899563295,-0.0526436050116627,-0.004422333170426934,-0.02641893087759725,-0.04405159475686467,-0.03981246881992384,-0.03519931916398918,-0.030836607594597526
8,-0.07048291788522111,0.06607932748693054,0.12792028777350534,0.09681986670146266,0.09606986899563293,-0.04798177137645893,0.00019532443878016742,-0.021740820161270186,-0.044049845616714385,-0.040041116560415736,-0.03522724304625577,-0.03083693926898548
9,-0.07046461000201831,0.06607874116941787,0.13280717586758936,0.09861032617047549,0.0960698689956401,-0.04824656817843468,-0.0001301060719067822,-0.021844046630975087,-0.044103678071316446,-0.05396207295611724,-0.035258640468481255,-0.0308370495970025
10,-0.07067883143901989,0.06608317388753374,0.1390448225395719,0.11272072915653959,0.09606986899558306,-0.04695515006498648,0.00012348106926974062,-0.02236276733800112,-0.04370645743171519,-0.05218205362567294,-0.03518649475175844,-0.03083698689815227
11,-0.0691531567722072,0.06605880126507459,0.14808919815016114,0.11463693390117882,0.09606986899590134,-0.043207326111952875,-0.0004324478113267227,-0.018230600863401572,-0.046207670177116494,-0.05493972294620511,-0.03550173120903917,-0.030837020262147446
12,-0.06561388606172944,0.0661700143963143,0.1499546761279602,0.11448272173118507,0.09606986899443397,-0.04377941205132512,0.002721694083670378,-0.012288439291885098,-0.046815653219860955,-0.057179286332769405,-0.03419117310244944,-0.030836953322204375
13,-0.06619488460350612,0.06573765331673616,0.149862533209248,0.11466455625271059,0.09606986900021011,-0.04364518834419199,0.004612325489158756,-0.013259856109657348,-0.040360493204670875,-0.06039784527376327,-0.04256964572546523,-0.030837182713511612
14,-0.06602516051889702,0.06940218396692918,0.14943671954825352,0.11418796021798386,0.09606986898149858,-0.04367192482796181,0.004336912332548557,-0.01307632998596702,-0.03989240634427744,-0.061843261100870205,-0.04351257964797444,-0.030836533982917545
15,-0.0661806445816202,0.0747387136298376,0.1540577081374457,0.11881579042304868,0.09606986902147673,-0.043667737772070815,0.0043665219493673,-0.013102115568253619,-0.035375269042657184,-0.06166314583030597,-0.0575264436011411,-0.03083727955455089
16,-0.06591593072878218,0.0748592628791775,0.15412864512292207,0.11888651874217578,0.0960698690714496,-0.043668088296249206,0.00436781626842654,-0.01310085658255721,-0.03530118338899438,-0.06165878397027958,-0.06361225282794113,-0.030844609423071198
17,-0.07062439943496956,0.07490935286240775,0.15421385920417247,0.11897149717415723,0.09606986784890223,-0.043668141279173234,0.004370347595228807,-0.013101105493503884,-0.035212158748558355,-0.0617877386102521,-0.07516041327056659,-0.030770409402512033
18,-0.07039002379681347,0.07488361602269245,0.15417595815359517,0.11893361224419444,0.09606987667702827,-0.04366820454599296,0.004344262128912723,-0.013094563081745895,-0.03525181013523293,-0.06099599294525028,-0.08166789785843202,-0.031220242393845687
19,-0.07051733424920696,0.07489009107794438,0.15418712239454901,0.11894522198390525,0.09606982950321932,-0.043667632002111045,0.004469162510391737,-0.013129888970151458,-0.035239848574889564,-0.06592928424041304,-0.09640684766528185,-0.028462278060964318
20,-0.07047551339542932,0.07489597647211214,0.1541854881154375,0.11894156791107516,0.09607004034202692,-0.0436703016129134,0.003978976883031143,-0.012977128077895191,-0.035242822618130366,-0.07096298447478311,-0.09970704141600199,-0.02656525768657171
21,-0.07048674721976578,0.07486650470776467,0.15418178073718256,0.11894506271813649,0.09606923677285951,-0.0436598951036412,0.005521110454006524,-0.013533514914184922,-0.0352421955378319,-0.07302003522855323,-0.1078595605567339,-0.0229231482975718
22,-0.07048413304022776,0.07495474512589657,0.15419313705194912,0.11893725633829375,0.09607170889335372,-0.04369313307215433,-0.008269372602139315,-0.009254283733879182,-0.035242302512334914,-0.08265902834550223,-0.13162052913418668,-0.02194090891892412
23,-0.07048466012751431,0.07482344155565716,0.15418550087300686,0.11894240929342619,0.09606727145240057,-0.043624753301166386,-0.008997581553187433,-0.008708708078847095,-0.03524229077990735,-0.08810696131103928,-0.1508716718418973,-0.02201871327977482
24,-0.07048456714574318,0.07983266127040602,0.1540215083934576,0.1254210036868657,0.09605338444732811,-0.04351388331599049,-0.019075544905860123,-0.008346955093924717,-0.03524229098663416,-0.08850928691388844,-0.16258869903239123,-0.022033560528768446
25,-0.07048457475378994,0.08384815537225665,0.1643538401060334,0.14259952334044573,0.09625600477093245,-0.038765589029078486,-0.032374014321789886,-0.003951010495119935,-0.035242284494158074,-0.09296534284543605,-0.17986515368365974,-0.022023896680369408
26,-0.07048475522460672,0.08468842333268571,0.19257104436347905,0.14049458169265644,0.09474572688525375,-0.040725502077985476,-0.04584980239323911,-0.004522199926249011,-0.035242326708908915,-0.09237695148149769,-0.17976089156993846,-0.022027124380137847
27,-0.0704833152636291,0.09079807793762344,0.20004711356398747,0.14108440054862287,0.09124651025373476,-0.04369755669626901,-0.058236083557270335,-0.004187165642669926,-0.035242126014660126,-0.09255184153703201,-0.20628623032329596,-0.022026272580435553
28,-0.07049144078782268,0.09229896529018286,0.21098837085602182,0.14094504403325275,0.09180564161617119,-0.04608426183999892,-0.07277781366200264,-0.004967459410368813,-0.03524293023457924,-0.0924703738615565,-0.21932804962948715,-0.022026462235885908
29,-0.07045321015059938,0.09586982804044238,0.2233167232903235,0.14097452538275967,0.0916837515060637,-0.0483458714598081,-0.08136061852104558,-0.00048167899418596156,-0.03524028011018508,-0.09261916567547628,-0.2367223566212584,-0.022026427297592886
30,-0.07060932320981281,0.09702464450899603,0.22877518012153295,0.14096593295187967,0.09170575423139221,-0.04798758255708405,-0.10062526920315362,-0.003901991819076226,-0.0352461305926624,-0.09230641990490933,-0.24761187178313598,-0.02202643199054419
31,-0.07006349808691639,0.09691762738392806,0.23379008509027122,0.14096193909983265,0.09170294130199848,-0.048038804565068566,-0.11497072706304148,-0.004332287023039711,-0.03525192783705166,-0.09703120313771427,-0.27230558887960454,-0.022026432422503427
32,-0.07442606089511346,0.09721897069675216,0.2368656081568269,0.14108678894503165,0.09170297180551916,-0.048039451507161185,-0.12448084939943711,-0.004899623566826506,-0.03508446706789099,-0.0968411943410934,-0.2852719725436352,-0.022026425965987514
33,-0.07490556235900453,0.10272243667640449,0.22837263350852047,0.14004437164700795,0.09170309696900447,-0.04799434681665912,-0.1361394913535817,-0.00924251114530745,-0.03644001524902001,-0.08720736791835781,-0.3059027037313194,-0.022026465777367256
34,-0.07527678612355222,0.10607300688197432,0.2273590849961487,0.13421502070439198,0.09170304431261553,-0.048286324786076244,-0.16632694347773905,-0.008203402438062994,-0.04022087686717641,-0.07278477855392688,-0.322890416006858,-0.022026268708546768
35,-0.07965299217292905,0.10564538686220981,0.22470954074333516,0.13188995669396394,0.09170305988950422,-0.04678701301330066,-0.1857204240077243,-0.011272891193048907,-0.039081404225426546,-0.060669912754476724,-0.3379044100838132,-0.02202709098586532
36,-0.0794402412330841,0.10572916437456183,0.22141873041469418,0.13212509395808256,0.09170305631640394,-0.05590171260006091,-0.1988080024615724,-0.012942663843069316,-0.04284322165711271,-0.04725223018507968,-0.36308922566387564,-0.022024238619695328
37,-0.07757737220099382,0.10577451040170835,0.22046217382198177,0.1324042717300029,0.09170305607039476,-0.0618208739584194,-0.2086125116978027,-0.016694672342529603,-0.04430540820929932,-0.02834655670355821,-0.38338901633668915,-0.022031365064159654
38,-0.07228521856486927,0.10561876764944582,0.21596750518408844,0.12798174995320646,0.09170305879414423,-0.06395636797666626,-0.23690834390270596,-0.01753004350260096,-0.04393060972003196,-0.026717914244458345,-0.4078888542747565,-0.0220306009604532
39,-0.06699644515056273,0.1055905327489666,0.2156891077634916,0.12319218843465349,0.0917030564762141,-0.07819197276471845,-0.24294659055740786,-0.017478508046375418,-0.04859148536346966,-0.007734655480351173,-0.4205501972464372,-0.021889105961899864
40,-0.06595955882625654,0.09567049247820887,0.21041220906091343,0.12342788037414394,0.09170301680844344,-0.08819916972174896,-0.2711484787550331,-0.017459046066905962,-0.049163443388929126,0.004694735315575535,-0.43438748792429704,-0.02314206665783941
41,-0.06608676274936635,0.08361802005086787,0.20527070613737108,0.12331672086139404,0.09170338315464563,-0.09673079149265845,-0.2880020069148546,-0.01747432642919537,-0.05339337235691603,0.02261480657867216,-0.4506721529832658,-0.02687620679596938
42,-0.06608221788075758,0.07624107926206412,0.2023082136990322,0.1233857466115353,0.09170121921793112,-0.09585107227314432,-0.30374727596926193,-0.01744360297262721,-0.05261803366926853,0.03196417742973992,-0.45931514674521434,-0.026442303568408345
43,-0.06607771853687949,0.058759698617952244,0.2025972762333547,0.12321805745914287,0.0917115777539302,-0.096177522164198,-0.3137785412808543,-0.017565481774432574,-0.05336638829410531,0.04705096805996903,-0.4730201626034239,-0.025998002678405473
44,-0.06607981293642991,0.03702235388458959,0.20305612131714257,0.12378642539208391,0.09166930538954766,-0.09583463429585881,-0.3217153332270502,-0.01711375544118262,-0.04943938690215559,0.061483696117577445,-0.4924983749669475,-0.03013363845528252
45,-0.06607915404489957,0.024249400016034012,0.1986824120628794,0.11935876768194803,0.09181356398620634,-0.09853913848766645,-0.3364400942937428,-0.02100015636302386,-0.04834671569598231,0.07664496303944478,-0.5121035361939038,-0.030922353650227875
46,-0.06607933660016167,0.014663257409916827,0.19824212880744405,0.11894377753826899,0.09145872507063063,-0.10827179574828033,-0.34588210870145364,-0.02606455935144784,-0.048457514693036975,0.11020659823157593,-0.5218568474482262,-0.031109466763389985
47,-0.06607925489008884,-0.023948559970871895,0.19786724180182744,0.11916680035789161,0.09612543331330556,-0.10921889815106062,-0.3589331277664535,-0.031054741504414878,-0.04846373299380661,0.119265551391486,-0.5410406576994201,-0.03543171011110407
48,-0.06607939876126523,-0.04666386595998638,0.19251147748890868,0.11685311855444969,0.09598628335393511,-0.10997261887667878,-0.37269911679897716,-0.035251729653232755,-0.048455904734919085,0.12554054593610586,-0.5612547487836645,-0.0365042032842201
49,-0.06607910739676338,-0.08151141637540926,0.18811764702514,0.10954527139364198,0.09610025944435113,-0.1020196616999413,-0.3876924952681948,-0.034834122071801414,-0.04845880199908509,0.13462776985474093,-0.5655519130827822,-0.040142887365842976
50,-0.06607878782030542,-0.12290220530861642,0.18021698572142733,0.10806102183804185,0.09606808606045678,-0.0800617528076617,-0.4007199657223339,-0.03496790571177941,-0.04845798964026146,0.13687898382462646,-0.581244109284461,-0.039506934661939296
51,-0.06608720666548347,-0.15770655369413678,0.17358244469354336,0.10522565336183555,0.0960394671318295,-0.007320639029398626,-0.4125446787633385,-0.034895258303634276,-0.048458191283739314,0.1361781826958205,-0.6018286829424015,-0.0397837584651863
52,-0.06602570332314422,-0.18818221093527168,0.16441772223674464,0.10618333872153123,0.09619437994078399,0.06899510584992286,-0.4267103788222664,-0.035050161534095486,-0.048458115772389405,0.1397749155060841,-0.6168858170619195,-0.03935856955193369
53,-0.06635921945537789,-0.22721135640291765,0.16295402188408142,0.10158108622909619,0.09568068149867925,0.14933727813348982,-0.46467308184062245,-0.034658123996881444,-0.048458204512049345,0.1452160726574601,-0.624863508317971,-0.044057316569085354
54,-0.06418258181954618,-0.2506763150690512,0.1581572790571236,0.10135611585792129,0.10017755465499817,0.18583061377204907,-0.4669197429432153,-0.039312315141037744,-0.048458293331980436,0.1454455961327624,-0.650766260215475,-0.04397478343144179
55,-0.0583769114760105,-0.26000885328904627,0.14934823684297718,0.10125311855487071,0.10040545113416366,0.2402723011518245,-0.47751940388930597,-0.039223802108903735,-0.04845586159499061,0.12236472942302266,-0.6567095130453565,-0.044084335622335845
56,-0.0570893310905675,-0.26221386789428086,0.14870721542088697,0.10162420877178457,0.10046159046681791,0.2926617524356922,-0.49386890634530023,-0.03933244800918193,-0.04847359886542304,0.03473664761367031,-0.6694822836510015,-0.04404374707225286
57,-0.05733603099621649,-0.27432785217015576,0.14513912093474957,0.09943505932468555,0.10042790976297185,0.3184292706323141,-0.5046678849055168,-0.039292198009377194,-0.04837867778856689,-0.009693748531323668,-0.6429127677292275,-0.04405508802002728
