,I,aVR,V1,V4,III
38,0.049113514825795436,0.05997640657981225,-0.025874330698441368,0.4805995865338561,-0.004252126398818048
39,0.05217353612630443,0.06044514514826787,-0.025902024731699187,0.4642659340572415,-0.004103234486568511
40,0.0515129927921073,0.06041442593923515,-0.025643425110979928,0.4450120197561196,-0.004543938269382422
41,0.05214525175730255,0.05990554624816926,-0.027231407028798085,0.42614734522816494,-0.00012203897522824981
42,0.04783192039945494,0.06320909790168337,-0.029331662831838416,0.4122481620043785,-3.204594628274541e-05
43,0.04740364836521564,0.06487521309404033,-0.023117954548790537,0.39666724970218564,-0.0001466647784353067
44,0.047141197324040846,0.06464993087738916,-0.021298878313699046,0.37047378332536113,0.001198596950054353
45,0.041899086267103314,0.06463157697590084,-0.021660779896275344,0.3444591947025836,0.004765508331100911
46,0.0384522086401006,0.0643277139438585,-0.021359704872678086,0.3168655029540961,0.003698614566207921
47,0.038888631295093484,0.06070573896866423,-0.021891969955293265,0.30076632220135646,0.007125942574249927
48,0.03874585375147001,0.06494582943341559,-0.0127541155869541,0.2817690963796215,0.008957976801249821
49,0.038895281739415956,0.06619705345957184,-0.013086937194492805,0.2651771831567331,0.007785804706153413
50,0.03849465742232566,0.06950861722811513,-0.012883434572277717,0.24349177928510152,0.016332533913211277
51,0.04272477479818736,0.06853509321563894,-0.01288501814054074,0.21518480896774522,-0.0107050211001563
52,0.04759727020072609,0.07189319981429908,-0.01322419348737514,0.20492497674411375,-0.006609273264986463
53,0.05184485040277772,0.07730329010475706,-0.010932983428867643,0.17426932416970425,-0.003971320365003941
54,0.0526300642567987,0.07752332725604259,-0.005333230724551956,0.15133082782671486,-0.004310516427806215
55,0.056618189604111274,0.08213542348658895,-0.004146429910174915,0.14204075765966406,-0.004079703700122021
56,0.055492365562662585,0.08130466743828757,-0.004352887605249036,0.12612121519277264,-0.0046354648336754695
57,0.05875289146942819,0.0760337794882291,-0.0042930629865046335,0.11641332567294886,-0.00029634888856933713
58,0.06078288092932837,0.0728720869484034,-0.0040312684841996675,0.09686917017212444,1.4950279627671784e-05
59,0.05978228214894286,0.07360601373180939,0.00017712454078699748,0.0791842149398628,0.004977948930229981
60,0.06866840814561685,0.0722967261582829,0.0010875750476519292,0.07337459414778721,0.008502892291007558
61,0.07324674609520411,0.0800562888961653,0.004413302987922784,0.068855379696469,0.009842735688741678
62,0.07448416833659449,0.08186522602272295,0.00648059340685841,0.04587855076720553,0.013103994527157688
63,0.08385140181355549,0.08605666679616622,0.008512568657256588,0.036259945630740725,0.012569070925791088
64,0.08771941514872296,0.0859949626744191,0.011870271083740893,0.0250313566785669,0.012646744398015797
65,0.09442023329905713,0.08093597660328626,0.012755278435276362,0.023562164289375475,0.012732444232724712
66,0.10813018343286711,0.07727075452933678,0.016981570480295187,0.01232246712919469,0.012605630175349892
67,0.11611627018323034,0.07758070721540042,0.017217505849618515,0.0058138634658361586,0.01712259765922768
68,0.11634393138692242,0.0780027021251845,0.017332872672316403,0.0013529745086675522,0.01658009447740252
69,0.12079718655750225,0.07481065956653019,0.016679603221258058,-0.00342857364786567,0.01822027261297215
70,0.13479023965140405,0.0730304367944437,0.010393939232670938,-0.008176252898978099,0.02163640492525563
71,0.1379836576382502,0.07330658910011975,-0.0002775747296316578,-0.012891294437091494,0.020547464760371073
72,0.1382241737495884,0.07328140662564042,-0.004795476018404571,-0.017373598081646773,0.02421980723066328
73,0.1359452125679735,0.07332771549035608,-0.005904860838986768,-0.017476630847787982,0.025467789149309694
74,0.13311133536609812,0.07266865147252395,-0.018600459309518407,-0.02429360057702665,0.02530302653293974
75,0.13416962671761037,0.06850330093979345,-0.026122176114525518,-0.030613193930505385,0.02529945824605763
76,0.1298238874593418,0.06919485973186922,-0.025486851006261857,-0.032047508551516835,0.025480801546205325
77,0.1294059770582254,0.06846656187590455,-0.0482440944807716,-0.034901861793120596,0.024158153286743814
78,0.12483003740688195,0.07184882300142667,-0.04774596029714308,-0.034425469201178845,0.0205451826330278
79,0.12540128435860348,0.07309431293031098,-0.05125819815262676,-0.03439498338168473,0.021648762616563243
80,0.12277135917913015,0.0769973921025434,-0.05796932059319953,-0.034742927649576476,0.018117793856973784
81,0.11541853897849183,0.07763139152496866,-0.0707204279345904,-0.030241587736555428,0.016716602214468877
82,0.11679698758467505,0.07761047565977736,-0.06867746654544213,-0.030264342108612723,0.01685647425887701
83,0.11446601241762527,0.07742698843958853,-0.06863297098402373,-0.0297136936925373,0.01680653697504469
84,0.10491673416366946,0.07866300432680981,-0.072497793823151,-0.02433297529373586,0.011855689891398078
85,0.10363936992147718,0.08234653688662377,-0.07354699777811446,-0.021579558424312566,0.007946440748176626
86,0.09502181119975037,0.08184263084418279,-0.06891716273509126,-0.01952240009625343,0.009751215605360181
87,0.08053294101054333,0.08167580398760657,-0.06901730054957757,-0.01731998622203626,0.01533309174193271
88,0.06670060081534049,0.08275518051132784,-0.06905315839846676,-0.01421829288960047,0.016799731224757114
89,0.058323690164292806,0.07444590864275598,-0.06818040097673797,-0.013105357354776312,0.019753423279580785
90,0.05612328192361492,0.07314646198058392,-0.060933857975677935,-0.009109298337420383,0.025115484623215646
91,0.05373215226739135,0.07308173881109457,-0.05279583151542095,-0.008588986984600215,0.025320236337373823
92,0.049631429643325335,0.06880392818857312,-0.05212848345497784,-0.008612734421275598,0.029708807705677652
93,0.03680053673359169,0.06796462809417425,-0.046116074947395634,-0.008589911579271742,0.030298589955470946
94,0.030445832014580815,0.06450819704756587,-0.03156683715802523,-0.008856005339854632,0.03426763867041983
95,0.025792140491917033,0.06267331031173591,-0.025970810748364038,-0.0071952771077218374,0.033519512583132606
96,0.02593825835445562,0.059832701984342825,-0.02123468677150524,-0.0038501852002072157,0.03423735522268121
97,0.025830147997171985,0.06085165932220458,-0.016507192825125857,-0.004450381404496589,0.030542971941115608
98,0.025888415015450174,0.05664169087406379,-0.011703101664063732,-0.004164834329719322,0.029407269853278274
99,0.025777317954890237,0.05594542604439645,-0.007087230470119095,-0.004728112993027683,0.02954064347879793
100,0.02619600135735354,0.0558809808788662,-0.0016720763373811755,-0.0005294247331249222,0.029520625257966445
101,0.023051452829658144,0.051413902357109464,-0.000499182169330205,6.796586343912588e-05,0.029718016651695177
102,0.017577785797085778,0.05179121552896342,0.005742445855462568,0.00010195938007243769,0.02827498262017493
103,0.01729583070299243,0.05193509108440361,0.012696868146228559,0.005120356062566094,0.02476667920874332
104,0.012519639877287735,0.05011562522881131,0.012756477015679644,0.008685742899069275,0.02586822853603511
105,0.008361120900674408,0.04412181076034254,0.017279280305588757,0.009968120109575221,0.02224010373796032
106,0.008706231143935811,0.04381471026571465,0.01706932073351213,0.013016091317264838,0.020937664393711152
107,0.008602369484276451,0.03568206108539414,0.018077512345689935,0.01515732289263877,0.0211101032417458
108,0.008602705347869947,0.03448822111257652,0.02200643241695301,0.017614044673761476,0.0210987856899932
109,0.008710234774553295,0.029913568814624963,0.021401426254301654,0.017140042428344108,0.02110650003181212
110,0.00832585058119746,0.02574073335595954,0.021708666482465753,0.01734066376614763,0.021024594045842924
111,0.012312660796227786,0.025205014334704307,0.021052863115340693,0.017077051311327564,0.0214714883815161
112,0.017246291730054007,0.0194752403747934,0.025018750380337688,0.0216345476164038,0.01878581754736114
113,0.017162944171972463,0.017228148855079665,0.025722482566735094,0.021367466175781474,0.016568344449268572
114,0.017479877969915108,0.015169496992118756,0.029985814355793117,0.022404764486008328,0.01693048899435144
115,0.015822666835827726,0.009343845594419961,0.03496178984693762,0.026315882975692602,0.01687052623303248
116,0.012522576828228387,0.008860049630250102,0.043705933684038085,0.02571394016268362,0.016875694857979257
117,0.012876564728419526,0.004538681886144875,0.0428935823338135,0.026008220179065372,0.01692003225386341
118,0.013476988229299247,0.004323296609110121,0.0431636807481023,0.025399666525241636,0.016572310852495217
119,0.008922035148869502,0.004521726597193315,0.04308861177858445,0.029070546049045198,0.01877059379898501
120,0.012653235337627668,0.002553625773240863,0.043104769506006876,0.03043059894027111,0.019394028575006807
121,0.012852742333548179,-0.006375835263255203,0.043110781394383194,0.0299564172004692,0.016352781230744906
122,0.013530027080536815,-0.010959949435509405,0.04307843283774779,0.03452044040550346,0.017282228360377308
123,0.017600039058672075,-0.012918852142817258,0.043159730580543613,0.0344162862024203,0.013271927976507999
124,0.017477233529120326,-0.015579091600557454,0.04311778552288036,0.034513590692682235,0.00847795608499693
125,0.015088541638888479,-0.021042108675493536,0.04775563962615014,0.03445338958310685,0.003926716282705083
126,0.01245445444804552,-0.02164859210443353,0.046522697827820335,0.034585792226815015,0.0051696091793137534
127,0.013420455033701519,-0.021650053118032184,0.04273924051637107,0.034043938068577514,0.008697723744729893
128,0.009074728806127863,-0.02612293102409603,0.04293525857793251,0.037178423965271046,0.00957998195350475
129,0.00860605863915079,-0.025990611221886544,0.0449349478845256,0.03904352541557581,0.017851042704492694
130,0.008661670556931678,-0.024397072595820163,0.050603588350942516,0.038825025327710753,0.02438268172741212
131,0.008072697012832978,-0.021240720155580997,0.05186741915425207,0.03861692539186957,0.028750830553373824
132,0.0025695365599473596,-0.021069832090625736,0.05178686942934107,0.04309964666997114,0.03365916437805731
133,-0.0003054881723766153,-0.025106919008602995,0.051593873464789886,0.04788632769636787,0.03897964472737693
134,-4.131166098995446e-05,-0.022417959265403877,0.05613992652757248,0.05202090153633153,0.057338523981913116
135,0.00043227030468014505,-0.021464476948610096,0.05633052145341818,0.05162815427551502,0.06580229146902823
136,-0.003519332596584093,-0.0215468802473976,0.06192193588075615,0.05175094809608931,0.07520284008624199
137,-0.004451880400045171,-0.021526821296511338,0.06434200426362549,0.051717374815184215,0.08705629636123949
138,-0.004376190718095467,-0.021778646272847875,0.06842937563966309,0.05172569116298367,0.09988440428451463
139,-0.008821637369558624,-0.020106575372436583,0.0756624416848563,0.051723827124225526,0.10280019048749663
140,-0.009196929185495249,-0.016823871027023797,0.08399293930900512,0.05172415735966997,0.132974581609151
141,-0.015045105387528034,-0.017220860056754418,0.08616150399303485,0.05172422413325132,0.14782200010728158
142,-0.016988689906402912,-0.017672510486517565,0.09018269724178463,0.051724079393023065,0.15410373741181824
143,-0.019477623175052926,-0.01364629334831257,0.09051507125185443,0.05172283177483587,0.172356120072901
144,-0.001145604621786497,-0.012855239803049864,0.09532378417414944,0.05173578477199493,0.16742486125398345
145,0.007679507726254574,-0.012926025229000392,0.10014736735364985,0.051654452353833494,0.1472066059689672
146,0.024937736302926627,-0.012964694927002184,0.1037242851283111,0.052074127148564055,0.1257086302021768
147,0.044694771597841305,-0.01272207401103337,0.09148741126992846,0.04968878063919828,0.10025921173231199
148,0.07160879279922899,-0.014255469758583264,0.06496651328524475,0.047029364233366434,0.05472805177700895
149,0.08126531675409357,-0.018104747368042004,0.028859284545907665,0.0474866619671239,0.02943034298569281
150,0.1044927376803634,-0.01460113913022714,-0.03153460793155418,0.047427544163732994,0.017915981539560415
151,0.13918417824517354,-0.012689653667361432,-0.1947367632428656,0.047341141792962484,-0.02959187191913228
152,0.19046699865975694,-0.012875993163010996,-0.307914439390606,0.047494442410448395,-0.07530808304309451
153,0.21342712641076886,-0.013144633528959863,-0.3632132226875051,0.042940408021547354,-0.12482444512290165
154,0.26925098951412163,-0.008579853802343076,-0.5236983588404789,0.04319242232447207,-0.1883599751506595
155,0.3101701764358974,-0.008699785537233684,-0.5804871142093759,0.0430727688222031,-0.24430793005140417
156,0.34813024830855566,-0.00854865073432767,-0.6708468542673753,0.04311188448425359,-0.2974097696069081
157,0.3768790249285865,-0.008865974566919054,-0.7638440726140061,0.043103370592378114,-0.34533744217012946
158,0.42223024914067403,-0.007090167849384133,-0.9792470296551492,0.04309471231992113,-0.38476670988057304
159,0.4637919397547305,-0.0014191167661443428,-1.1705437544651227,0.043138333492657346,-0.42805498175174483
160,0.47664052971040916,0.00021763453234319673,-1.2362532684522602,0.04298626901742893,-0.4368333452324851
161,0.5152866554183125,-3.038877690967015e-05,-1.3660096475568764,0.04342358713045669,-0.4704352591205439
162,0.5364105072772318,-1.2003694663490616e-05,-1.452112245370917,0.03890474527327668,-0.4841480567587214
163,0.5624431865668854,-7.042787865532364e-06,-1.4976153289743888,0.038703623027244886,-0.5026504249409546
164,0.5867136686335902,0.0003901840937998135,-1.507063049458819,0.033771999900621026,-0.5234863208025214
165,0.5963256904106121,0.004717506389764691,-1.5430351153541064,0.028961482568140243,-0.5437714368392466
166,0.6035675697714782,0.004164007508751347,-1.5758821144143205,0.02542484975470688,-0.5486588018212044
167,0.6184990757214859,0.004451452265421449,-1.5923225915288002,0.026254406317204108,-0.5544313927137683
168,0.6447711791268809,0.0038455663072749914,-1.612845993238408,0.023908811921160754,-0.5710541550858133
169,0.6494828854514995,0.007331322940313338,-1.622049438850126,0.01834945282686883,-0.5976227372389085
170,0.650705469182559,0.008816541685817832,-1.63642096946298,0.017067190772922188,-0.6082398439160078
171,0.6545403788494282,0.00860124378530574,-1.6380448812180142,0.01726305980586469,-0.6355916724531758
172,0.6592090063955638,0.0086212729423096,-1.6378908559009397,0.017249604699926303,-0.6729197390817012
173,0.6734441000002036,0.008524397935178734,-1.6388374619718213,0.017269619163142555,-0.6776376869529264
174,0.6819928942346406,0.009439708171895874,-1.6477350088088132,0.01679292228314126,-0.7323418731067249
175,0.6872478773239051,0.013384339723927146,-1.644099286858383,0.012526304317888223,-0.7884894180543811
176,0.700181736091039,0.012840009212056098,-1.6332660524904377,0.013048052055032278,-0.8136358775578678
177,0.7088506243458514,0.012828989815396437,-1.6268800438745357,0.012926108763563654,-0.8647979590934085
178,0.7219158870448859,0.013416842024553448,-1.5994546763383772,0.012819668163704365,-0.8951771688448946
179,0.7395744984609552,0.009324176235444563,-1.5862446688882879,0.013393167536606763,-0.9453855791239902
180,0.7451183850049694,0.008773665371725664,-1.5760735387230214,0.009661623760962043,-1.0178856076545117
181,0.7544064996925608,0.004315136519369479,-1.543569191392116,0.008457412951471472,-1.0414710028074472
182,0.7589291105554754,0.00440642847976573,-1.514734917708481,0.008650677447363427,-1.0548713937478076
183,0.7654099661461508,0.004069025058934647,-1.4817271326191654,0.008638185185776916,-1.06781187979324
184,0.781089273538299,0.005683340778835629,-1.4530700310337934,0.008228351247022854,-1.1154428368640303
185,0.7922399726604235,0.008783349666925861,-1.4165093644249256,0.003918830321821271,-1.1202778582015882
186,0.7915825290593416,0.010474029760798044,-1.3838014061353368,0.004431932709280714,-1.1292691230112035
187,0.8051922641391522,0.016231462159946062,-1.3485151686473593,0.004277195643904038,-1.1146134318914458
188,0.8177220194359515,0.01739849639903312,-1.31907899027196,0.004318698791030736,-1.0926832959873607
189,0.8272404999859772,0.017203180588783236,-1.2404164650969942,0.004307815324851299,-1.0745678701612371
190,0.8273483206106456,0.017246971164901443,-1.200142134356249,0.004313162306341473,-1.0512736274825154
191,0.8229569556863704,0.017578211225044996,-1.1534992062325051,0.004302802722967871,-1.0276289947474706
192,0.8234022632744228,0.021882490692817325,-1.1024138916449477,0.004326746717846731,-0.9964493351822401
193,0.8114768588435891,0.021755396841119833,-1.0648458500491345,0.004315426910661359,-0.9572481626520378
194,0.8014208863697228,0.0196479334392497,-1.028579121932054,0.003951600229939871,-0.9499976998897413
195,0.7915307448137867,0.017311995701028392,-0.9905811390007258,-0.00019219716809039738,-0.9203107507279991
196,0.751725656495269,0.014263777624478943,-0.9400742967704548,-0.001049486731624291,-0.8333741834736916
197,0.7394080130712419,0.013120010412259629,-0.900744814856546,-0.004805371768015006,-0.7975134310342263
198,0.7028937287426135,0.009019692922234156,-0.850468151353723,-0.00419470803006724,-0.7941786866302943
199,0.6917400506743818,0.008626720292782136,-0.8148113868780282,-0.004303140916448931,-0.7414939081046299
200,0.6606895199554905,0.0034666182808769197,-0.7679930634979137,-0.0044336156605899076,-0.648064088292322
201,0.6467863534378665,-0.005097399724075098,-0.7322170278954304,-0.0039048284184709384,-0.6156707525129183
202,0.6148698695559709,-0.003178669422521333,-0.6618348719072196,-0.008341418644811511,-0.5490805293572134
203,0.5700439699907198,0.0023386600156501216,-0.6308942066492116,-0.008603537043960064,-0.5075466456715364
204,0.5461449959397395,0.004016925183148269,-0.5872336654473711,-0.013154429092051771,-0.45539173335522243
205,0.5083197150026932,0.007757432092380357,-0.5471961619625002,-0.012827672050512471,-0.45422662887496845
206,0.4427326238613429,0.004956426571252634,-0.4908324551096823,-0.012964983876944067,-0.42563228649749524
207,0.4169593081149487,0.008201312797582653,-0.4487273574609584,-0.012921585009360644,-0.4105477335602012
208,0.3668121244078036,0.008542935532892162,-0.4172557449832178,-0.012932883671163157,-0.43237076683843007
209,0.3345261687042599,0.017710441315310244,-0.39287960228159385,-0.01293284886635116,-0.2478262113826083
210,0.2807539371514928,0.01682945737297925,-0.3823733003815559,-0.01292239325985722,-0.20016805780457103
211,0.2584427895538047,0.01863295445816685,-0.2859486856805693,-0.012959334198323874,-0.16875055209715137
212,0.2237338770290996,0.02149642314562475,-0.22457260357048392,-0.012859361977148966,-0.13624917105697518
213,0.20658089165544044,0.024256921959537776,-0.18895113444328954,-0.01299399081709858,-0.11070990983102587
214,0.13302763270937065,0.023197577228374552,-0.14295638037495317,-0.008442946196591673,-0.10073326107428021
215,0.11654351997493212,0.021713458142162245,-0.09237473447713153,-0.008709193101562922,-0.05507987408493538
216,0.09274348276110436,0.017629607107819363,-0.08077080714270388,-0.00860770506496346,-0.0413520692653204
217,0.05662923316311764,0.017301218347416405,-0.030345544545189496,-0.00853768654225681,-0.025083353681488514
218,0.021815743982360813,0.012982991728946467,0.02628992220918543,-0.009034001446659912,-0.0004320021236245418
219,0.017964222221416457,0.01771471341108339,0.055133130277084566,-0.006126125443071812,0.01998076478543173
220,-0.01606413915128822,0.017106353833706782,0.09834316228435326,-0.003998038603859576,0.02829652236852697
221,-0.0346064329186694,0.017181326070950152,0.14236430477832446,-0.004368872872770591,0.03236423017585849
222,-0.0405546369722746,0.017679200531156524,0.1617732793126956,-0.004301021875028884,0.037642358538900876
223,-0.05102298099239989,0.014379637591732565,0.19942528188656616,-0.004311865224708376,0.037900361024847874
224,-0.0560533114586063,0.012729052829192306,0.21927597502824625,-0.004316701061705611,0.04241008753685262
225,-0.06084833267522772,0.012884610028324778,0.24296411693969375,-0.004242798075099045,0.04189861596020241
226,-0.0659022232532742,0.013006247521778435,0.279289139317656,-0.0047392280377091655,0.043547078859394225
227,-0.0690040077565851,0.008428618654982822,0.29124210290980473,-0.0016991654803764366,0.046466553239256914
228,-0.07086610013142465,0.008718638893713236,0.3087771077962056,0.006702927770716707,0.048710588723135856
229,-0.07368769875512607,0.008588210487059031,0.32342021690678036,0.011321896724177693,0.0510596988714697
230,-0.07315661640583959,0.008630147482216669,0.3278570698259261,0.01285091011245233,0.050224701659074375
231,-0.07340733272456278,0.00861623437887401,0.3342991525724827,0.015922286980518584,0.05463937121279246
232,-0.07307194880844589,0.008630047454905528,0.34888437859423244,0.020922742861675617,0.054824018713534504
233,-0.07756899239831068,0.008590382269164277,0.35330935865547447,0.02563496988713844,0.05483590588295631
234,-0.07277581880923419,0.008701708299437986,0.3577274743439271,0.030399922529921953,0.05510949643545855
235,-0.07395227788832612,0.00853067484176677,0.36518731293066686,0.03457054337809107,0.053183128276421514
236,-0.0699435532591207,0.013115142808514313,0.36988079164706067,0.03544633197608185,0.05024851216386565
237,-0.0638772014314883,0.012790678940258704,0.37077628781949945,0.038421213290929054,0.05062920426792136
238,-0.06458779521997766,0.013238881954023259,0.37071040005995526,0.04375793022723969,0.05090453580503663
239,-0.06546501432140943,0.011241950942153927,0.3709058416411172,0.05545474430129215,0.04697926124503137
240,-0.05695365088945287,0.008190349183009428,0.37518685491804443,0.05562931340264971,0.04216513839841756
241,-0.056002273074734835,0.008746219091160395,0.37594587892431536,0.059330191509837676,0.04224954038447301
242,-0.05601772462683942,0.00848838565989918,0.37975651943806016,0.060489701121037895,0.04217231470903676
243,-0.055916337970100614,0.00893686843667456,0.379418548165602,0.060341604075441355,0.04220061450810267
244,-0.05696903399611902,0.0044274839246776585,0.378388995757327,0.06036554401986213,0.04219190595411817
245,-0.0628789607242954,0.004340497353245233,0.3856600639579203,0.059926999254795645,0.04219679757549839
246,-0.06403655528104801,0.0044432025073339095,0.3880180553060024,0.05564365606562402,0.04218597858315041
247,-0.07064697742020365,0.003223553351028477,0.3916913700159118,0.05611086582538384,0.04221480170157663
248,-0.07369556561990488,-0.0005738454277560127,0.3965741495437983,0.05622052486402993,0.042181786219165324
249,-0.07317168456061972,0.0005936338023474209,0.39643362228320234,0.054491475077652236,0.04187014252343088
250,-0.07320273992854702,-0.0029551560272480844,0.3971547116495389,0.0465301625194302,0.0376003180274638
251,-0.06879622561574757,-0.004007888270878546,0.4026835184256007,0.03705926430232906,0.03801087443932067
252,-0.06811887720027046,-0.008371124663395908,0.40509452759036046,0.026885645316295826,0.03835127281148884
253,-0.06418238607534625,-0.004486255234870389,0.40753281313552064,0.02576126684765951,0.03542945281556906
254,-0.06466685343765426,-0.004364271617336749,0.4094291108038299,0.025865394567183522,0.03352692518261057
255,-0.06509122162809788,-0.004277598618148964,0.4125786614691151,0.025603431286428946,0.03368253111105965
256,-0.06141819247351512,-0.004327735796352876,0.41712515727627547,0.020409530208056057,0.03390909172533599
257,-0.0601985170925638,-0.004274070413784242,0.42647945073598253,0.016906296845686612,0.02958039273137665
258,-0.06035504504264277,-0.004459426770738777,0.42661571537184956,0.01735874008438592,0.03419408478769831
259,-0.060348087729049406,-0.0037202826802520987,0.4272056422248888,0.01710201744142773,0.033686468665299105
260,-0.06034215078421419,-0.008022432653220871,0.4323466548612092,0.017710613751298482,0.033384316328666654
261,-0.0603507316088776,-0.005003153320278142,0.43656095526310185,0.01407676720500015,0.03624394248790131
262,-0.06031788350027069,-0.004267963706951046,0.4439142963512562,0.012750975464567781,0.03782630763664884
263,-0.06046241973514054,-0.004347089424015479,0.45062143740924787,0.012954687477328568,0.04143218784847497
264,-0.059891227843731666,-0.0036995979453108207,0.4589094361743635,0.012930866324291421,0.042266104949751374
265,-0.06376120638754157,0.00019873230364456524,0.4616377993901207,0.012908211731596895,0.04220134358908254
266,-0.064828373696298,0.001378843631839811,0.46097682544489266,0.013107826896987742,0.04218761411700784
267,-0.0646457150532145,0.005196672739711903,0.4655351863271808,0.011800734002300079,0.04219626751863646
268,-0.06919291588474324,0.001535560233376334,0.4704273349572145,0.008149403297083623,0.04219444201050978
269,-0.06901382219730981,-0.0003962369374872187,0.47390234730269165,0.008768678628342196,0.04218966835732769
270,-0.06794257760641069,0.00048611518758427306,0.4775671479308157,0.008469754131963103,0.04221197568549322
271,-0.06223958056169277,-0.004321218508877808,0.4898732287312021,0.009079005390840441,0.04213517183310892
272,-0.06006471949006757,8.133769134952085e-06,0.49368684138017166,0.005078920609857863,0.04233225572811213
273,-0.06040121365205628,-0.004740121502707095,0.4962776714664512,0.004212389984084772,0.04222069252684151
274,-0.06033389844021033,-0.0042220263812027025,0.494721383193269,0.004313654242859056,0.05108873035250531
275,-0.060349277775664914,-0.0040035032274008,0.5034004913940284,0.004312408254426344,0.051091354967415445
276,-0.06035409893028297,-0.006411199604607308,0.5041696996759509,0.004323231088461628,0.05680240299164183
277,-0.0601984216080559,-0.00905344575428543,0.5133797430056465,0.004222887341106208,0.059487147658243596
278,-0.06143185625875012,-0.008313343902111654,0.5172555991056308,0.004752930266070361,0.0585289334695975
279,-0.0648630180171708,-0.009316706848268744,0.5180709416607903,0.0018597994622474136,0.06238333910887024
280,-0.06625941274891066,-0.00038091627519024063,0.522811497750854,0.0021441414606013006,0.06320832999977782
281,-0.07223294065120145,-6.32782142251721e-05,0.5303204723872551,0.004697735884742161,0.06734431797016156
282,-0.07303603255436482,4.339506157189415e-05,0.5347378347836326,0.004238937558687069,0.07172045969333653
283,-0.07703559905057131,7.846849042143491e-07,0.5373298920731707,0.0043206353710955395,0.07323818167013198
284,-0.07764536446206347,-8.623987668239958e-05,0.5413492591207626,0.0043097097239804556,0.08064964559313169
