,I,aVR,V1,V4,II,aVL,V2,V5,III,aVF,V3,V6
0,-0.05357142857142857,0.044642857142857144,-0.12723214285714285,-0.046875,-0.048458149779735685,0.10792951541850221,-0.10792951541850221,0.1211453744493392,0.09734513274336283,-0.061946902654867256,0.06415929203539823,0.1261061946902655
1,-0.04953595009762017,0.04464181496308012,-0.1249332448963348,-0.044575844818173394,-0.04923603305339993,0.10960506729595665,-0.10566071076049127,0.11887827319097491,0.09732008675351314,-0.05816917698473096,0.06188028614553751,0.12382456232391584
2,-0.054110331325357426,0.044648031242622156,-0.12502717754188458,-0.044669892186173094,-0.052216312923361534,0.10536649105342523,-0.10575372310598348,0.11896533681217929,0.09746959711863326,-0.06135647163002058,0.06197891700609733,0.12393465238919017
3,-0.05282302801071552,0.044614881333273196,-0.12499158037374718,-0.04463555915068411,-0.047883752390575275,0.10565232798476251,-0.1057187396314222,0.11895643637423191,0.09667354835712055,-0.05692952595601295,0.06191044004984053,0.12381099587065593
4,-0.057623541526516366,0.04477141707817517,-0.1250044547114887,-0.0446422173959976,-0.04859893755494288,0.10657785411859408,-0.10573047015898569,0.11884643072260447,0.10167617251768497,-0.05766791078408903,0.06207994690908189,0.12423645978070164
5,-0.06620394290365314,0.04413841058168783,-0.12498974708412057,-0.04465216254383447,-0.048428626553577665,0.0999513892925068,-0.10571983279140956,0.11932422809026094,0.10935050371423055,-0.05749152504400371,0.06143641889712433,0.12128779333751458
6,-0.06676324486316444,0.04833183861833206,-0.1250305316084636,-0.04461334755202895,-0.04846364278839065,0.09625181616829731,-0.10574727657910321,0.11562307808507859,0.11444033759767351,-0.05752734125304084,0.06568050846398042,0.11565192740268654
7,-0.07072875004169762,0.04902544353899741,-0.12494635459663603,-0.04469218232314798,-0.04845647493611657,0.09745938278837155,-0.10569292573879417,0.11055554595966625,0.1149037272532787,-0.05752154592666962,0.06622659920378837,0.11490910861981123
8,-0.07590230619921698,0.05375890246923727,-0.12481062386357823,-0.04485200458330097,-0.04845638526334728,0.08799486208354544,-0.1055826290002155,0.10566929699885343,0.11959708018901438,-0.057522086054545035,0.07089298273805694,0.11464281308613425
9,-0.07604152303273184,0.058170724459530275,-0.12034745571114026,-0.04934171414017271,-0.04849615463812101,0.08774661326902293,-0.10024858892921719,0.10520847398219642,0.11925770403027461,-0.0575223543196351,0.07115591945411,0.1054554836929584
10,-0.08287648321892788,0.058797855802291174,-0.11929546439528246,-0.050092863114714566,-0.04818860158931267,0.08318394975046607,-0.09648472659162695,0.1006737342153952,0.12038606351584506,-0.05752072511301429,0.07693304130309547,0.10636042186893047
11,-0.08974428947410813,0.06490871908838372,-0.11587710083704184,-0.055676085302117415,-0.05020488950178919,0.0838726578713665,-0.09745145663115232,0.10228885547666666,0.12644670478226264,-0.05752953099150966,0.0799879925352225,0.10655151958173878
12,-0.09136651751001688,0.06679772572893466,-0.11398167224585282,-0.06103813076340052,-0.0534112905080794,0.08354228218615743,-0.09410002437830274,0.09607375345067398,0.12767586663411612,-0.05748901393454633,0.07953538346012103,0.10350300999938312
13,-0.09411071029865882,0.0700465125524145,-0.10796883100859592,-0.06272058054765668,-0.052280378617313314,0.08417937243407758,-0.0926122435282959,0.09239747821806844,0.13469452723947428,-0.057648486776284924,0.0797842744346104,0.10150760271133216
