,I,aVR,V1,V4,II,aVL,V2,V5,III,aVF,V3,V6
0,0.08628318584070796,-0.09070796460176991,-0.035398230088495575,1.1858407079646018,-0.057777777777777775,-0.051111111111111114,0.011111111111111112,1.3977777777777778,-0.07792207792207792,-0.08225108225108226,0.05844155844155844,1.3744588744588744
1,0.08794141897619845,-0.09294778741014739,-0.035322831128886296,1.1856523271929658,-0.057777777779787494,-0.058014061625092816,0.013445114481369898,1.3944349651384218,-0.07792205799771955,-0.08245087819066682,0.06061980359186131,1.3749365621372431
2,0.0836641329364068,-0.09309787884974911,-0.027506143002120884,1.1867815062046694,-0.05777777776774837,-0.06584985197671453,0.01309132147603755,1.3845542674000781,-0.07792217739084144,-0.08116394460741241,0.060846546147369,1.3535575146842427
3,0.08418934443018325,-0.09151760586470341,-0.01473472066598483,1.1795185261810137,-0.05777777783129248,-0.0886341777473205,0.014804882653638947,1.3713807780382887,-0.0779215478174951,-0.07749610254163034,0.05887322363232667,1.3392366566271723
4,0.08403427849941354,-0.08570482840675106,-0.011979153203119732,1.1602902194166567,-0.05777777753896364,-0.10035074483430595,0.020367559466873776,1.3646645887896165,-0.07792443724275613,-0.07789763350671493,0.0558395631356535,1.3350878601920981
5,0.08410984160704207,-0.08195132142010779,0.0006857800661722456,1.1447702957246566,-0.057777778661388154,-0.11077263506676828,0.02512786045557603,1.3554106615387815,-0.07791339719169683,-0.07838863376380382,0.05648365961010781,1.3316611333389554
6,0.0839711148732215,-0.06830439415573673,0.008305340910152982,1.138161810784335,-0.057777775318869073,-0.12370739764867923,0.030796874432329712,1.3467861412363178,-0.07794586282288041,-0.07410721390167763,0.05590979224010411,1.3138673880089786
7,0.08420563047939036,-0.06203910148753043,0.013214098671676128,1.1241733165480652,-0.05777777992901175,-0.12438557109875525,0.030989282943219048,1.3425290178255076,-0.077904602303407,-0.073658031460502,0.0605541360951235,1.307487665034775
8,0.07944523197863283,-0.05709721255951018,0.013592847984569046,1.1150884273554513,-0.05777781253763888,-0.12927181852064903,0.04087183013801086,1.3228020440514896,-0.07755030321030197,-0.0690198108913663,0.060935603540739645,1.2928860032454932
9,0.0797685271248056,-0.051128819501592405,0.01792547402407615,1.1115951730370346,-0.05777745473562109,-0.1351411169802177,0.04463708434977448,1.314145984826119,-0.07316987280568388,-0.06933902857599177,0.06515718377310753,1.284218809306787
10,0.07952012933871824,-0.041800248401342735,0.019152440378156974,1.092382026344926,-0.05777966184658331,-0.1443351084515286,0.0443866654246515,1.310760263894707,-0.07371804759130932,-0.06948488561028968,0.06639604244775235,1.2810686833954346
11,0.08009986930058592,-0.03947629939046647,0.02271056607244268,1.0856870840013382,-0.05776900510362981,-0.14865975768910455,0.04445904932267521,1.3111951612884418,-0.07356304987974413,-0.06747452271921968,0.06983348877286696,1.2814602333332443
12,0.07676287439041667,-0.04034444817255739,0.02155826772656571,1.083839535876089,-0.05781171255711483,-0.1543290644568707,0.04443919310926747,1.3110944967114626,-0.07359933119548956,-0.06167404926427833,0.0687155516544086,1.2813707036559814
13,0.07508456424934343,-0.036105282653070274,0.02583631268602785,1.0841040808332398,-0.05767524520933504,-0.15572350619697944,0.044452264674789646,1.3111135842454538,-0.07359119146397196,-0.06046543338879175,0.07293941475552647,1.2813873800660542
14,0.07504909909483595,-0.035367678581145076,0.02659772941905978,1.0840691370218254,-0.05793104329374505,-0.1555387104431377,0.044433367582256154,1.3111109583228604,-0.073594414540243,-0.06061847757777867,0.0736316054358294,1.281385176152753
15,0.07496091523687214,-0.035497783637026686,0.02656199579319222,1.0840699914898433,-0.053139530629125,-0.15555373359296304,0.04437888076781309,1.3111110528261787,-0.07360382793464966,-0.06061213428394951,0.07360738363771387,1.2813852230056488
16,0.060926009322814646,-0.03400716223560596,0.0265411521605892,1.0840700597748643,-0.05348093485447505,-0.15556079378310275,0.04524874681870576,1.3111111411985679,-0.07347993932247696,-0.060554956177137576,0.07358977125942993,1.2813853093023988
17,0.062317274178571275,-0.024132575636330866,0.026550964489405554,1.0840776375471703,-0.05304993515056897,-0.15552880694019672,0.049366352957847984,1.311111101806839,-0.07427967920211932,-0.06092593643368264,0.07356935410536594,1.2813852729518092
18,0.061844978196198185,-0.021922914653326176,0.026548589714757403,1.08403815959176,-0.055085605281539544,-0.15569083099450418,0.04876831142559473,1.3111111133301572,-0.06918557135677834,-0.05854940494960754,0.07371686245531647,1.2813852834440451
19,0.061972505814501644,-0.022141845587971578,0.026546689509058443,1.0841973535487859,-0.06103496594567598,-0.15497869940252232,0.04891418367837578,1.3111111109933087,-0.06427740567517642,-0.05592376409985247,0.07310136643213926,1.2813852809331585
20,0.06193358894510116,-0.022199299370631018,0.02655547418047396,1.083690181819298,-0.06238388576313504,-0.15926450480015425,0.04888472308151858,1.311111110074791,-0.06503264331087,-0.056329044674421375,0.07723337365536162,1.28138528157341
21,0.06197170463104252,-0.02196250880429034,0.02653528710463646,1.08831834094965,-0.06220265154880552,-0.15922571228638613,0.04888925583227077,1.311111113011553,-0.064938899686418,-0.056290220278325774,0.07783851196607938,1.2813852812011124
22,0.06192980283556961,-0.021725454723025322,0.026516337721825545,1.0884421347509554,-0.06221021502656294,-0.17765072737055207,0.04888884515044095,1.3111111189065812,-0.06498492065021247,-0.05630246565007929,0.082562321447004,1.281385280187868
23,0.06156894875844581,-0.007210351744029523,0.03441805070664873,1.0885247472284012,-0.0623957519600223,-0.19645074066724452,0.04889034351218979,1.3111110079500574,-0.06421797658639011,-0.05562791366056731,0.08762555728390753,1.281385294783658
24,0.057157267071924145,-0.003312496378784736,0.05738731440543416,1.0884864125991123,-0.060905878567797514,-0.20362733853497117,0.049030344172846206,1.3111117759934259,-0.06005635211890943,-0.052011154635603206,0.09100273002774181,1.2813851986938924
